Headline,Date
"Thinking about trading options or stock in Facebook, Microsoft, Roku, Square, or UnitedHealth Group?",11-20-2019
Facebook's Ad Manager Runs Into Problems,11-20-2018
Stock Indexes Decline After Housing Report As Retailers Continue to Miss Earnings Estimates,11-20-2018
"Option-trading opportunities on Apple, Facebook, General Electric, JD.com, and PayPal Holdings Inc.",11-20-2018
How Facebook plans to fight fake news,11-20-2016
"Facebook, Microsoft team on remote development",11-19-2019
House releases answers from big tech queries,11-19-2019
Close Update: Stocks Swoon as Technology Sector Leads Market Lower to Start Holiday Shortened Week,11-19-2018
"Stocks Plunge With Nasdaq Skidding to Near Seven-Month Low as Apple, Facebook Retreat",11-19-2018
Facebook near 2-year low amid 'crisis'; has it hit 'AOL/Yahoo peak'?,11-19-2018
"Mid-Day Update: Wall Street Sinks Further Amid Lingering Trade War Concerns, Tech Rout",11-19-2018
"Facebook Could See More Negative Press, Congressional Hearings Over Business Practices, Pivotal Says",11-19-2018
WSJ: Zuckerberg aggressive with Facebook at war,11-19-2018
"Stocks Edge Up as Investors Sort Out News on Trade, Surprise Trump-Powell Meeting",11-18-2019
Facebook Authorizes $6 Bln Stock Buyback Program,11-18-2016
Facebook authorizes $6B Class A share repurchase,11-18-2016
"Covered Call Alerts For Fitbit, Facebook, Weight Watchers, NVIDIA and Illumina Released By InvestorsObserver",11-18-2015
Facebook launches standalone Groups apps,11-18-2014
Chief Operating Officer Sandberg Sheryl Files To Sell $13.0M of FB on 11/11/16,11-17-2016
Facebook Buys CrowdTangle from Tsai Ventures to Measure Social Media Performance & Identify Influencers,11-17-2016
Facebook Suspends Collection of WhatsApp User Data for Advertising Purposes Across Europe,11-17-2016
"Piper Jaffray reissues Overweight posture on Facebook, Amazon, Alphabet, Netflix",11-17-2016
Facebook Acquires FacioMetrics,11-17-2016
Facebook acquires facial image-analysis startup,11-17-2016
OPTIONS: Fab Five option implied volatility,11-17-2016
Officer Cox Christopher K Sells $1.6M of FB on 11/16/15,11-17-2015
Chief Operating Officer Sandberg Sheryl Sells $2.3M of FB on 11/16/15,11-17-2015
"LinkedIn, Jive, Salesforce lower following Facebook at Work report",11-17-2014
Facebook developing website for professionals,11-17-2014
Sonnenfeld: Facebook should replace 'dispensable' COO Sandberg,11-16-2018
"Facebook removed 1.6B fake accounts in Q2, Q3",11-16-2018
Virtual and Augmented Reality Markets Expected to Show Strong Growth,11-16-2017
Officer Cox Christopher K Sells $1.8M of FB on 11/14/16,11-16-2016
Facebook suspends WhatsApp data collection throughout Europe,11-16-2016
"Facebook Identifies ""Bugs"" In Metrics Reporting, Unveils New Tools To Increase Accuracy",11-16-2016
"Facebook discloses new over-reported, miscalculated metrics; -1.5%",11-16-2016
"Wall Street Sees Lower Open as Crude Pulls Back, Post-Election Rally Slows, October PPI Flat",11-16-2016
"Appaloosa adds Alibaba, increases Micron",11-15-2019
BT Group to Pay $514.3 Million Annually for Exclusive Rights to Three Years of European Club Football,11-15-2019
Microsoft alliance with Facebook signals shift in AI approach,11-15-2018
"FB board: We pushed execs to move faster, but criticism is unfair",11-15-2018
Facebook Claims Inaccuracies in Controversial New York Times Report; Shares Down 2%,11-15-2018
Facebook responds to NYT report,11-15-2018
Chief Operating Officer Sandberg Sheryl Exer. Acquires $544.4K of FB on 11/11/16,11-15-2016
Stocks Strengthen in US as Dow Extends Winning Streak to Seven Days,11-15-2016
"Close Update: Tech and Energy Shares Boost Wall Street, Dow Flirts With Record High",11-15-2016
"Market Chatter: Facebook Up 2%, Trying to Tackle Fake News",11-15-2016
"Covered Call reports for Facebook, Square Incorporated, Harmon International Industries, Southwestern Energy Company and JD.com include trade ideas that offer returns of 20% or more!",11-15-2016
WhatsApp finally launches video calling,11-15-2016
Marc Andreesen is selling out his stake in Facebook,11-15-2015
Facebook taking 1.5M square feet of Hudson Yards,11-14-2019
"Thinking about trading options or stock in Apple, Alibaba, Walt Disney Co, Facebook, or Tesla?",11-14-2019
"Facebook removes 3.2B fake accounts, details moderation",11-14-2019
"NYT probes Facebook's crisis response of 'delay, deny, deflect'",11-14-2018
"Jana Partners adds Dollar Tree, Exact Sciences; exits ADT, Facebook, GreenSky",11-14-2018
WSJ: Morale at Facebook takes a hit in challenging year,11-14-2018
People Raise Over $1 Billion for Causes on Facebook,11-14-2018
Appaloosa's portfolio updates include tech movers,11-14-2017
Social Media Market Grows with the Use of Internet,11-14-2017
"Market Chatter: Facebook Should Not Face Class Action Suit by Austrian, EU Court Advocate Says",11-14-2017
Class Action Against Facebook Ruled Out in Austria,11-14-2017
Google implementing policy to limit ads on pages deemed to contain false information,11-14-2016
"Stocks End US Session Mixed as Dow Posts New Record, Nasdaq Pushes Lower",11-14-2016
"Facebook Pay has mixed implications for Venmo, Cash App, analysts say",11-13-2019
"Facebook, Google Lead First-Half Growth in Digital Advertising, Pivotal Says",11-13-2018
DOJ's Delrahim speaks on antitrust approach in age of mergers,11-13-2018
Director Andreessen Marc L Sells $15.4M of FB on 11/12/15,11-13-2015
"Facebook Testing Profile Search Feature, Self-Destructing Messages",11-13-2015
"Facebook updates privacy policy, sets stage for payments push",11-13-2014
Equities End Lower on Report Chinese Officials Doubt Long-Term Trade Deal Possible,10-31-2019
Twitter to Stop Accepting Political Ads in November,10-31-2019
"Analyst Actions: Guggenheim Trims Facebook's Price Target to $230 From $240, Maintains Buy Rating",10-31-2019
"Analyst Actions: MoffettNathanson Lowers Facebook's Price Target to $220 From $230, Maintains Buy Rating",10-31-2019
"Analyst Actions: China Renaissance Trims Facebook's Price Target to $234 From $245, Keeps Buy Rating",10-31-2019
"Analyst Actions: MKM Partners Lifts Facebook's Price Target to $250 From $245, Maintains Buy Rating",10-31-2019
"Analyst Actions: Cowen Lifts Facebook's Price Target to $240 From $230, Maintains Outperform Rating",10-31-2019
"Analyst Actions: Wells Fargo Hikes Facebook's Price Target to $260 From $240, Maintains Outperform Rating",10-31-2019
"Analyst Actions: Goldman Sachs Raises Facebook's Price Target to $243 From $231, Maintains Buy Rating",10-31-2019
"--Analyst Actions: Stifel Nicolaus Raises Facebook's Price Target to $215 from $205, Maintains Hold Rating",10-31-2019
"Analyst Actions: BMO Capital Cuts Facebook PT to $185 From $197, Maintains Market Perform Rating",10-31-2019
"Analyst Actions: Deutsche Bank Lifts Facebook PT to $260 From $230, Maintains Buy Rating",10-31-2019
"Analyst Actions: SunTrust Lifts Facebook Price Target to $250 From $236, Maintains Buy Rating",10-31-2019
"Analyst Actions: Barclays Cuts Facebook PT to $220 From $240, Maintains Overweight Rating",10-31-2019
"--Analyst Actions: Nomura Raises Facebook's Price Target to $253 From $235, Reiterates Buy Rating",10-31-2019
"--Analyst Actions: Credit Suisse Lifts Facebook's Price Target to $270 From $260, Maintains Outperform Rating",10-31-2019
Sector Update: Most Tech Heavyweights Retreat Pre-Market Thursday,10-31-2019
Wall Street Tumbles Pre-Bell on Fresh US-China Trade Worries,10-31-2019
US Futures Tumble on Fresh US-China Trade Worries,10-31-2019
"--Analyst Actions: RBC Boosts Price Target on Facebook to $270 From $260, Maintains Outperform Rating",10-31-2019
"--Analyst Actions: Morgan Stanley Raises Price Target on Facebook to $250 From $235, Keeps Overweight Rating",10-31-2019
"--Analyst Actions: Wedbush Cuts Price Target on Facebook to $250 From $265, Maintains Outperform Rating",10-31-2019
Facebook's Growing User Base Underpinned Market-Beating Sales & Earnings in Third Quarter,10-31-2019
Close Update: Wall Street Closes Dismal Month With Earnings-Fueled Rally,10-31-2018
CNBC: Facebook pulling Workplace offering into its own site,10-31-2018
Sector Update: Tech Stocks Still Leading Month-Ending Advance for U.S. Markets,10-31-2018
Wall Street Extends Rally on Earnings-Fueled Optimism,10-31-2018
"Analyst Actions: Oppenheimer Cuts Facebook Price Target to $185 from $200, Keeps at Outperform - Stock Rises 5%",10-31-2018
Sector Update: Tech Stocks Topping Wednesday Market Leaderboard,10-31-2018
MId-Day Update: Wall Street Rallies as Tough Month Nears a Close,10-31-2018
"Thinking about buying stock in ACADIA Pharmaceuticals, Aurora Cannabis Inc, Ford, Facebook or Fiat Chrysler Auto?",10-31-2018
"Services, Consumer and Technology earnings lift futures higher",10-31-2018
Wall Street Set For Rally Amid Strong Corporate Earnings,10-31-2018
Sector Update: Tech Stocks Edging Higher Pre-Market Wednesday,10-31-2018
"Analyst Actions: Facebook's Price Target From Morgan Stanley Cut to $170 From $175, Overweight Maintained",10-31-2018
"Analyst Actions: Facebook's Price Target From RBC Cut to $190 From $225, Outperform Rating Maintained",10-31-2018
"Analyst Actions: Facebook's Price Target From Wedbush Cut to $220 From $250, Outperform Rating Maintained",10-31-2018
Notable earnings after Wednesday’s close,10-31-2017
Social media on the Hill: Still measuring Russia problem,10-31-2017
"The BetterInvesting 100 Index, up 3.1 Percent for Month, Returns 14.2 Percent Annually for Past Five Years Through September",10-31-2017
Facebook Holds Historical Pattern of Reversing or Narrowing Earnings-Driven After-Hours Declines in Follow-on Regular Session,10-31-2017
"Stock Reports Released For Apple, Facebook, Kellog Company, MasterCard and Shopify Inc.",10-31-2017
Global Social Media Analytics Market Projected to Continue to Grow at Impressive CAGR,10-31-2017
Market Chatter: Facebook Said to Disclose About 126 Mln Americans May Have Seen Russia-Backed Ads,10-31-2017
"Google trade offers a 23% return in 47 days, or find similar option trades on Facebook, F5 Networks, Nielsen Holdings plc, and Valeant Pharmaceuticals",10-31-2016
Technology Stocks Betting on Next Generation Broadband Wireless Advancements and In-flight Enhancements,10-31-2016
MT Newswires After-Hours News Movers,10-30-2019
Facebook Q3 Results Top Street View; Shares Gain After-Hours,10-30-2019
"--Facebook Posts Q3 EPS of $2.12, vs. Street Est. of $1.88; Revenue at $17.38 Billion, vs. Consensus of $17.35 Billion",10-30-2019
Facebook Reports Third Quarter 2019 Results,10-30-2019
"Earnings Reaction History: Facebook Inc, 16.7% Follow-Through Indicator, 5.5% Sensitive",10-30-2019
Facebook removes more inauthentic behavior tied to Russia,10-30-2019
"Thinking about trading options or stock in ConocoPhillips, Facebook, Goldman Sachs, Coca-Cola, or Roku?",10-30-2019
"Facebook, UK data regulator reach settlement",10-30-2019
MTNewswires After-Hours News Movers,10-30-2018
"Facebook Beats on Q3 Earnings, Misses on Revenue",10-30-2018
"Facebook beats by $0.30, misses on revenue",10-30-2018
Facebook Reports Third Quarter 2018 Results,10-30-2018
"Earnings Reaction History: Facebook Inc., 33.3% Follow-Through Indicator, 6.1% Sensitive",10-30-2018
Facebook's Post-Earnings Trading Performance Historically Favors Longs,10-30-2018
"Stock Indexes Climb as Consumer Confidence Hits 18-Year High; Twitter, Under Armour Shares Rise",10-30-2018
Facebook earnings put FANGs in focus,10-30-2018
Facebook: Russian-related posts reached 126M people,10-30-2017
Knowles shares up on Facebook deal rumors,10-30-2017
Facebook to Roll Out Transparency Tools for Advertising,10-30-2017
"Pre-Market Briefing: US Equities Futures Point Lower; Eyes on Fed's Rate Setting Meeting, Corporate Earnings",10-30-2017
OPTIONS: Straddle Prices for Companies Reporting Financial Results the Week of November 2,10-30-2015
Facebook Files Lawsuit Against Two Companies Over Hosting Hacking Websites,10-29-2019
"--Analyst Actions: Credit Suisse Lifts Facebook's Price Target to $260 From $250, Keeps Outperform Rating",10-29-2019
Facebook Historically Reverses or Narrows Post-Market Earnings Moves in Follow-On Regular Session,10-29-2019
Notable earnings after Tuesday’s close,10-29-2018
Britain will target tech giants with digital tax in 2020,10-29-2018
Tech giants may face billions in new taxes,10-29-2018
"Analyst Actions: Stifel Nicolaus Lifts Facebook's Price Target to $205 From $180, Maintains Hold Rating",10-28-2019
Facebook's Q3 and beyond not looking good to Cleveland Research,10-28-2019
Stocks to watch next week,10-28-2017
Market Chatter: Facebook Ordered to Stop Using WhatsApp Data During EU Investigation,10-28-2016
Facebook begins testing new in-app camera features,10-28-2016
European regulators press WhatsApp to suspend sharing data between Facebook,10-28-2016
Analyst Actions: Monness Crespi Hardt Upgrades Facebook to Buy vs Neutral,10-27-2017
Check Out the Latest Ghoulishly Delightful Halloween Features on Facebook and Messenger,10-27-2017
Director Koum Jan Sells $101.7M of FB on 10/25/16,10-27-2016
"Internet Stocks under Review -- Twitter, Facebook, JD.com, and Groupon",10-27-2016
Officer Cox Christopher K Files To Sell $561.6K of FB on 10/19/15,10-27-2015
Facebook Takes Down 82 Iran-Linked Pages and Accounts for 'Coordinated Inauthentic Behavior',10-26-2018
Facebook removes politically charged content from Iran,10-26-2018
Reuters: Facebook finds more Iranian disinformation activity,10-26-2018
"Citron Research's Andrew Left contemplates Amazon, Facebook pairs trade",10-26-2016
Facebook Starts Rolling Out Facebook News to Select People in US on Friday,10-25-2019
"Thinking about trading options or stock in Amazon, Salesforce, Facebook, NVIDIA, or Visa?",10-25-2019
Facebook picks up more News publishers,10-25-2019
"Equities Stage Recovery With Dow, S&P Back in Green as Investors Cheer Earnings",10-25-2018
Facebook debuts new election tools with vote nearing,10-25-2018
Tech giants seek assurances over Brexit,10-25-2018
EU regulators slam WhatsApp for continuing user data policy concerns,10-25-2017
Chief Operating Officer Sandberg Sheryl Files To Sell $5.0M of FB on 10/17/16,10-25-2016
Vice President Fischer David B Files To Sell $1.0M of FB on 10/17/16,10-25-2016
Officer Cox Christopher K Files To Sell $4.8M of FB on 10/17/16,10-25-2016
Chief Operating Officer Sandberg Sheryl Files To Sell $14.0M of FB on 10/18/16,10-25-2016
Officer Cox Christopher K Files To Sell $2.0M of FB on 10/17/16,10-25-2016
Shareholder Koum Jan Ttee Butterfly Trust Files To Sell $47.4M of FB on 10/19/16,10-25-2016
Chief Operating Officer Sandberg Sheryl Files To Sell $28.3M of FB on 10/19/16,10-25-2016
Shareholder Koum Jan Ttee Butterfly Trust Files To Sell $72.9M of FB on 10/18/16,10-25-2016
Vice President Schroepfer Michael Todd Files To Sell $4.0M of FB on 10/17/16,10-25-2016
"Snap Says DOJ, SEC Drop IPO Disclosures Probe",10-24-2019
Zuckerberg stands up for Libra on Capitol Hill,10-24-2019
"Facebook amps up music links in Stories, News Feed",10-24-2018
